bidder_id,payment_account,address,outcome
25c7a1c34dd94d3d3d09b8d7f4bd53943ece0,a3d2de7675556553a5f08e4c88d2c2282srp4,b4154a40d0edd76b39d00d171bddab393ghfl,0.0
dbc5badd824f71d6a47e96c95748082daa6db,a3d2de7675556553a5f08e4c88d2c2282n8m4,a3d2de7675556553a5f08e4c88d2c22856io3,0.0
de42581cf804799459320869b5439f8cb1434,a3d2de7675556553a5f08e4c88d2c228inzne,067b2b8d78e047310cd8e38f357e3e8f3dosj,0.0
1ec69d726def2a6329d09f51ce4163a8f2c68,92cd127bcf0c3732db4aa19dc7d08d66jes9o,2f76151d768fe810c4524be4899a7640mr3c8,0.0
a7fc96386f233ce032f5076d79c0143d225d4,5ebce1ffc6522580bc259f07267db048iffso,ccb7793673e7815143faf6e5a0741a48ayi6e,0.0
fbd9d5badd341afed9a552e6c316da1e3b5dc,82eb4cc834e4a54966cface1db3743e3e6n3r,a4b537419b53270759680e72232caeb9jnqc1,0.0
0bae3a1333b63ba31134251d1498996d5ac6c,a3d2de7675556553a5f08e4c88d2c228w1ktf,f83eb9ddf235f43bada7e09f3996e802n1j8m,0.0
60299003c64874a2fa7f9bf38d28af8c294e2,a3d2de7675556553a5f08e4c88d2c228yd4f4,a3d2de7675556553a5f08e4c88d2c228z6lmo,0.0
8c5d0e3c68a69e5cfdbb35b87fe8f5ec61715,be0aa2520de962e5296a6d502232dcf44yhl7,2afd0c1fe23742a87d60ef83d308363bxhosq,0.0
cfd192c2f6ee2af0c116eb3ffe061f5b1d370,489e7e52ea05c98ddf786c87c7f85575u5192,e3610ca6c35553a422481d4b43df8d189unvo,0.0
33c01d03833ad05585614bd9c6d1fcb07f9c5,a3d2de7675556553a5f08e4c88d2c228umhlx,8557f4faa59059abe912018abc4e1a22wnxhp,0.0
b7b6069b22d20588a0783a931a2d1e927dbaf,a3d2de7675556553a5f08e4c88d2c22805me4,e719ac065fb2ecdbf4aa7300db898fd60ilu2,0.0
b5aee47e7dc8f7147648fb24a0042e23c8c52,fb2ab1d04077811291682bc157ff5928nja3g,7aea7e8f0c8cde7d0162ee1eb904ca7blyxqr,0.0
338954a8d47f1b84d77e4338142de6f845e89,a3d2de7675556553a5f08e4c88d2c228no9d3,a3d2de7675556553a5f08e4c88d2c228e1ygc,0.0
d12dd676ceb6c03aa901b146c2a80efe9d492,ee110026a946fc1550df647c2b92e111amivp,e5fbc3769df799a7f5d2d7ff6717b70d0sskj,0.0
d89cdf2b613836b875107f5caa731217ade4a,a3d2de7675556553a5f08e4c88d2c228flpcx,06d5cb79a334eb89ad3dcaa43aded698v2av6,0.0
0d64fd0e5371cb9f917ba8ab357cf61baa213,a3d2de7675556553a5f08e4c88d2c228o8hjn,d72896063c8e50e6a703210370d7f5b19b8b6,0.0
d4d68b4c4ae49be7059e5c8975c64f6daa49e,a3d2de7675556553a5f08e4c88d2c2288o9u1,a3d2de7675556553a5f08e4c88d2c228rv2j2,0.0
c9dba6f8ab15009e04863a236204ccc1b7de9,a3d2de7675556553a5f08e4c88d2c2282nt5z,a3d2de7675556553a5f08e4c88d2c228td41f,0.0
f76f83aa9dab825d626ecef43be52d4dd329d,7326f0a1592b18cb1e6ed7c8ebbd03a72qf7p,a3d2de7675556553a5f08e4c88d2c228uaoqg,0.0
a502caa0e9bd09ac1d427600ce175781fdd06,ee3295c7b31a1e9116ebf0cf2df68ed1ac8ts,627fe7481f01372c02333477471cb237qt2vf,1.0
0c5aa3cd3ecabdbd62bb8128678243c9d7e4b,a3d2de7675556553a5f08e4c88d2c228pxtr6,a3d2de7675556553a5f08e4c88d2c228bxn98,1.0
239eab073df3d784cba03115d702f34bb688a,a27bbbfe50ced2566f17d94553ec7b6b5tbd6,6e548b6e1651a796d3706c7a843a0005sa8n8,0.0
483f45ffcaf09f6fb0a1a41cd440cb382374f,a3d2de7675556553a5f08e4c88d2c228xcyxp,4f3320c84aa937b47bbd98b614a1880cnw86u,0.0
1f91a5f0bf228b7b7ef5a6a5fd5df0a2edbaf,8a8477197466aca39674e2a2d7df9648xlw4b,7ad51517104db0678b692f99a26b74c4nhq1d,0.0
62ac02473c64223c149f09fe858fe18e7d7b0,a3d2de7675556553a5f08e4c88d2c228ss5be,42421b4ffadcdd23833d2d4bf9c2b6fezlco0,0.0
17641d546acfc3daba339e576738a4392cbca,a3d2de7675556553a5f08e4c88d2c228wi4vt,99fda9c5663e24f4d1d8b590fd0289d0owuoj,0.0
9f3ba880b61e3d52f70690cc1caeff0197ba6,1fa1fd2c5e10f6b6458a01212330f131udlg0,77dd4e4d805a9d52a1549fe88a6035d5u96r4,0.0
536d323c279d9c23959addba897714620c1b9,a3d2de7675556553a5f08e4c88d2c228vf08k,767150cd5a97ed796bfc58456f5500250dsv7,1.0
7ff3cc24aca64668695bfbe03a2a78cf0488a,a3d2de7675556553a5f08e4c88d2c2281adh3,8947e446292a8f0574a2c420dfab9276yuiuj,0.0
fb503980455a5fbeff6b8a94f917a0e1ab2e8,01b2576b7aaebe2a96eacbc9ad17ed310tz4f,2a8afb688516c4218cdbaf3b70f23715pco0r,0.0
68bb6d6f6b1e266383b60fb066fe90f713e65,edef5fc426c9ece2aea86fdebb72aa204a3hp,3380cb0d74e05fbce0fab85c3798cab7mq9je,0.0
50b18c7147ca6974d24aeb8d1b46b32a0bec6,b315c7d2390d163662775b1bd8c53bbax9428,022b06519985716abd9fc8ce83540d58hzul1,0.0
fdbe0ad3a3337b832ebe98c7cc6a22a97d0f9,a3d2de7675556553a5f08e4c88d2c228nh8ia,a3d2de7675556553a5f08e4c88d2c228yc19f,0.0
ed038d9e21dd95060c6610bb1b9fec92b7651,44425e86548a606a6d597f4c3c70f5846xgzi,0b5aa4cf2540457f5930920039e37525vt218,0.0
99d325cc1c19a57cc864776811edcf19e975f,e63a0f17919dec79c46622139cc675c5c6053,05b347f85a3b379667d936a7e7509124q0p4r,0.0
5830188a9dff5ad19b0dd69cabc81611c31ca,ed9f100e8c9f01555d156a0491f23bce3jhfj,a3d2de7675556553a5f08e4c88d2c228jm0mt,0.0
39d7eadcf94a69f8a9607627939700b831e60,a3d2de7675556553a5f08e4c88d2c2285fa8i,a3d2de7675556553a5f08e4c88d2c228g8zew,0.0
eaa53a9ca039133f6127f8ad445b4a299b4c7,a3d2de7675556553a5f08e4c88d2c228gla84,a3d2de7675556553a5f08e4c88d2c2288jadq,0.0
17a324a6f00b6ca66c945068df8d72d365a50,083bc22d18277fe963217e1ffd36680fmapvv,9254648068b416562840dee183eb1a770ehin,0.0
1b8d6028513f39c12887f13d1fce5a6c0b12d,d82dffa6914017f97bfcd08eb8b28018faey0,177c83736bc2a0a60ca8e4d1c28809575m2ti,0.0
a83b181cad78c591ddc6c0f37524eb488acb2,a3d2de7675556553a5f08e4c88d2c228bxtfb,c677d891338aba4e9d68f250cec4da3amq2yj,0.0
2467e6b62499210624ad1deecf063e6803554,a3d2de7675556553a5f08e4c88d2c22839qe6,d74d540d949902c04ce74c7eb69edfd7l6m3y,0.0
e91abf159865163c151d1584dfa54bc5e3915,b741ad79e09f5bcc76c8e25c994c072dnw9qv,2c28aa60f10dc239b63041c96027ba42w5n5o,0.0
4e1253818480abafbb6a2793a76c4cca4e35e,a3d2de7675556553a5f08e4c88d2c228dgc5g,afbcd49ed80d8db20ab8db70cfdcb4d7264un,0.0
e8169b3d37f9ec93d19b37120f01331811b86,a3d2de7675556553a5f08e4c88d2c228tdv5o,8a320bf257476e16694d821108fd7d041wl0i,0.0
378e2fee36fe4cb81098cbf4b2d2f2c7fa2f4,a3d2de7675556553a5f08e4c88d2c2282g82j,eba3386f4f372e4bff29a15924328b47v8q2m,0.0
b65e7a66d0cc870cf5761e7493b4acec7ae56,a3d2de7675556553a5f08e4c88d2c228buft1,a3d2de7675556553a5f08e4c88d2c228pijoz,1.0
d5f55b1f01eb03981f6c6f6b572e188d33c71,a3d2de7675556553a5f08e4c88d2c228w26pn,a3d2de7675556553a5f08e4c88d2c228ng6v5,0.0
49d34421f1e064e6bade7e5ab40277a7ae765,a3d2de7675556553a5f08e4c88d2c228zv0gr,659809c4267e9236e74bdcfb90f1ef3523v75,0.0
e9b961f5013d2d1a73529fe2b022c627be1cf,618b6cc4cd96c64ebe6ae20da96f910aoy3cm,a9fe992abccea6d702209b4f250917873thms,0.0
f58e9d964e7e04d764cae13ccc04992d7e862,a3d2de7675556553a5f08e4c88d2c228u2ung,2a96c3ce94b3be921e0296097b88b56adu4jv,0.0
b386dd86066a7eec5c121b288c379c4894f95,8b1f2ea50e654647a656a0c89856d1a1ejvae,a3d2de7675556553a5f08e4c88d2c228yzcli,0.0
1b7e52b485a5b0115487cc4f30f52d2d28c7c,8a8477197466aca39674e2a2d7df9648tk65c,7ad51517104db0678b692f99a26b74c4ckis9,0.0
1e8957f3d38db49b8d1022242a43baf37880f,a3d2de7675556553a5f08e4c88d2c228aiumg,a3d2de7675556553a5f08e4c88d2c228y7jgq,0.0
164b8a0bc42b5dc1746efbc2f3f65edd9bb19,8907b012e41eab2ec876dfd115ca4482e4uh1,a3d2de7675556553a5f08e4c88d2c228whg37,0.0
a2f7de8fd340edb88c243443a98ddf2f2381c,39ef2afbc0cde265550cafb40eb3fd8erzlrm,0e6dfa874409a90bc0fbf0d531475241cvw1o,1.0
6f175342dab232dd5216ce1cbfec4177730eb,a3d2de7675556553a5f08e4c88d2c228tfehz,a3d2de7675556553a5f08e4c88d2c228va9gb,0.0
2a6e14549a4a7c4a264458e6bc8414c990595,a3d2de7675556553a5f08e4c88d2c2286r1lb,935d2083173e96f099816c1b1f7ee249kk8zo,0.0
079fe63a99559b7c6cb078069e029e904a26f,b46df158c6859c28337a9772151ab236egcgi,a0ec9d652eeb937e1cc60fa19b09c7461gs79,0.0
2588dbb229c3d37da74e02c15f318c37dbb6e,f9e2a66061ff6b862ce72db442d833e84qqfj,5a937f9deafac2a35b1bd12d28acaa7d7db0s,0.0
1258bdc59cef821c4ca2574383244f795b51b,b7d1de576bc812fd8336c082874dbdc0mrlza,4313093e51ad9cd071f8912c7ad8429aidkpv,0.0
74e17982024227f671b4680778e58bb9f0f12,61829de4895b1b2a0fab34bc9ace8429l6o4g,a0c0e027a636b74d94386f750994e889fbjg6,0.0
d76bb85eab600dad14ee2045205b883a08abe,05fa32014c5721cbc5ae1a6cea5fbbbcpz0f6,408c43de9ed059feb375c84d347b0fc97w1i0,0.0
f4d891bdf1ddf202ba751506f3e9ad552c3be,20d1c8608c065af9d418a49d6abe5507f0b33,4d90f2e709f1fc0810e5aef472dd39357uzrc,0.0
93909435f6a426bfb6127caaa8c71fcf3e53e,a3d2de7675556553a5f08e4c88d2c228slh99,8d1211f89d9f00efe2eb747955714935l8205,0.0
76b4df6150704383fb322c837a2f3f7b88424,a3d2de7675556553a5f08e4c88d2c228r5ndb,a3d2de7675556553a5f08e4c88d2c2283x6a1,0.0
e4f6b39e348dc16ea8534239049a01fb6173b,a3d2de7675556553a5f08e4c88d2c228iiasc,a3d2de7675556553a5f08e4c88d2c2282aj35,0.0
8fabe1ff31a0ae3204870a33e0af85a483603,a3d2de7675556553a5f08e4c88d2c228ax585,a3d2de7675556553a5f08e4c88d2c228o8bap,0.0
739ca60726a3a34300a30b3adc6fe2042512e,a3d2de7675556553a5f08e4c88d2c228wgt71,05521eecd7d37781807fdade129bed1fmwa4o,0.0
7d588cb044ff408ea09ff3516416ff0c4f2cb,481fbf4bf840b47f77f46f6e68a054448jejr,650f54c868ab39e65b5e077823d71b95eshcg,0.0
d86964160812ce3d4083868f468160d1d0fab,a3d2de7675556553a5f08e4c88d2c228eurpm,01c206c609deb41c232d15b47a62277847ep2,0.0
de4a9eee64f6080cb06e73f02257af599961d,58f127a97843312f5f9c5c7f3e824a90vv016,2fc0c77348b8b62e4d0f522af77a1effv6gfs,0.0
4917a511e8d58c8538d6912c662d20acec9ac,e739cd9362ec7781aaa2011b38dda228zj5a2,a3d2de7675556553a5f08e4c88d2c228q7vzq,0.0
fc8c84eae6d9ee8e76414584ca2e2033df445,a3d2de7675556553a5f08e4c88d2c228koqaa,066e53c6bbdfb7a57588090a341d5389bs575,0.0
154589fe06279424392167bdd25a799af936e,a3d2de7675556553a5f08e4c88d2c228968ld,aac2c178ab4f12c5869a8bb789e9c2fecb4ib,0.0
f4ca53ad0d2c425fd93dfd2a11f97a4c3c01f,6dc76e92d02ce4f4af55f858987ce516zpjql,c2e2ffcffb384ca6ced38bbd9a5c5a62bh8wp,0.0
98a6bb96688a0b3c037c5e8fedab3a7c7c06e,a3d2de7675556553a5f08e4c88d2c2286p0lo,b5f33a97eb5869b36e59289eff53360d87h4w,0.0
825e4c9f4185bc0ac47a13326ee13a438f7cf,df9741a5fa05eea36db3b1211e80107dsw6ss,c8e927b259e03602a75c7901732a0d6fjw020,0.0
5d3411c8cab2c7ee514727c2a0791fb203c1d,a3d2de7675556553a5f08e4c88d2c228lkrnk,a3d2de7675556553a5f08e4c88d2c22819ksi,0.0
ff86fb9518e542475e832ee6d299b3bed630b,a3d2de7675556553a5f08e4c88d2c228uinly,5cbbdd4e79c7e1c4cabe09ddb75c5a2ebjihi,0.0
0ec568fac9ebabcd5db9e27cb888e406245ab,55025819a490a91175ed2e3fcb95be64g1ftl,b312117de5aeb80a49c753f562c4b2d38c6j6,0.0
50496c0bacfe9b0eb2540b2cd4115af908f71,c9ef8f9c82a24602bca4f1fc4e69fd61gqkfi,3a0b8057e5a900d872232c62a7f4c120rqftm,0.0
b1443cf131766b85259f935139011b5c3d156,a3d2de7675556553a5f08e4c88d2c2283crxr,c482034d9867005c186e56729d6110d70r2mi,0.0
ee0d31655dc448a05dd464fdbd8a859ab8407,a3d2de7675556553a5f08e4c88d2c228gyg4n,a3d2de7675556553a5f08e4c88d2c228g6ve6,0.0
6b4173d3a8a634d98db9ef017e3852e03bb93,4550965dd56263e406adcee0075822f21o3m1,aa473f546ba08c64548ea01f7d164e4bs45v0,0.0
252b4f4bdbc036a1cee9d17034cea1920d1f9,3e9073fb9219ceb4a1dc9dbb9e1acbe966kk7,2367520c8d94e70f47f4e28e72004ef99kp0w,0.0
bf1217dbb86ae610e8040e7a7e366555cb571,b1b2ce3ff9eba49de46c2b1494944815xrdly,8237603cedb76af6dd5adb06a120deac3vous,0.0
539fad2e166d67aa848d347d095ac827ea1f1,a3d2de7675556553a5f08e4c88d2c228v26v0,a3d2de7675556553a5f08e4c88d2c228qo8sg,0.0
875b05788fbb3cdc1a5b1e3746e43584ad0e6,a3d2de7675556553a5f08e4c88d2c22886sbt,1df0b2cb82cd98e90972acc8e8a752detwki0,0.0
07eee9d59853768fd7e43e709794c7b053685,a3d2de7675556553a5f08e4c88d2c228dwfhj,bbde523bf0f65c6700a83f2b3747482dj7jw2,0.0
fcc895551fba94e5e889b5c36ebed8c365c17,a3d2de7675556553a5f08e4c88d2c228h4qu9,e94c5ed4d0d75938af6b6b9058eb1d5bkp5fz,0.0
e3ea13462bebabf456e4fbdc29bc6de889273,a3d2de7675556553a5f08e4c88d2c228jes79,0c322789fd0b00c061132f57f1128482lg9q8,0.0
3567a132bfc6e6fbac133b9af988d7c0ad535,a3d2de7675556553a5f08e4c88d2c228ppqpd,a3d2de7675556553a5f08e4c88d2c228d49ia,0.0
4b1db0b65008dcd2f6a2b0fbe5959b86830c9,5d0b7d8f7c4f94cc58e6891f30dc6030nx7xd,6d17923098a99d8fa50dd7ff7311f5e1585dq,0.0
15bc7866bda04dfce615d6cc9dbc95cda67d2,1666e5e98bb0c84c90037ba9041a0775wewwh,e7caab68ab7b669ca5d29366f9773ad69gct3,0.0
3b6c170133b09591b67cbfef154ed3796f8ba,a3d2de7675556553a5f08e4c88d2c228c1dwd,3589797424436f5e77688198a0409463x3pra,0.0
5cfd7fd4537e1538a0d4388c25d16ddd0b43e,eec87cdc42a752940dcd0edbf1398ef14dgws,326a91d8722fae6c2a802caa9ed310ff0s341,0.0
9f7e36a84b4361a3b111a69aea275e6c6767b,a3d2de7675556553a5f08e4c88d2c228u0rad,a3d2de7675556553a5f08e4c88d2c2285yf8k,0.0
b6b08542a11147f1fc99437995a63665185c3,a3d2de7675556553a5f08e4c88d2c2289xg0x,a3d2de7675556553a5f08e4c88d2c228sd2nu,0.0
e494b55bd5b5ca0ea49fe618d009e96f9a70b,a3d2de7675556553a5f08e4c88d2c2281bppf,a98c3537b9ab734e82ed07d1e97d88eax08c7,0.0
8aeec48860d601ba58b7d42ed00d6d8e840c9,a3d2de7675556553a5f08e4c88d2c228o31cz,a3d2de7675556553a5f08e4c88d2c2287lurg,0.0
1a3357cf94bbbf43c50bb8ee86c84816a2f53,e3a019c8d74e3103ef302c2d2fabf2208ch8m,9e205f86545bf2b2315604c394b6bb538sbg1,0.0
1b9c3791d0113d4705490f1e4a3b207de9cfb,a3d2de7675556553a5f08e4c88d2c228vmub2,15377fd75760546b111f7cfc5d3b7ea3v9dfw,0.0
1ac571863f6983c2bf5383910df5a8e49fa63,2981750fbed3b561685afdf5f8bd484b499cn,a3d2de7675556553a5f08e4c88d2c2282r3s6,0.0
8e5947ee2720af075978058164772569d2b21,53d633de66a4e4f06dcc766a67ab5168b1osb,2e4407ca09438f81f5b6a82eb42aaddftnfkj,0.0
c1d2427f5da78cb1d1a3e9fd13948f3a7542b,a3d2de7675556553a5f08e4c88d2c228nklqc,8c8f283eb0df2be96fd28308c16ac9abn8nn9,0.0
7aebc904aff559188a11ff0eefbaffda84767,c9ef8f9c82a24602bca4f1fc4e69fd61l0qsj,3a0b8057e5a900d872232c62a7f4c1201fcxc,0.0
8fb437990c3ad2220db8044f9c178376aa08f,828050b7d1e6890270d2eb7e7f5568bcqi36n,4d90f2e709f1fc0810e5aef472dd39353vg07,0.0
eb2ab5fa2c163b9ef7b3e8e990f2bbeb6dc9f,4b5c8f52a678e51ebe0ee3fc26da66902e2l7,865e5987e0c8fc7f6301b5571d688d13pu5j1,1.0
5f760d800ed22bbcb891406636cf9a4f56e3c,a3d2de7675556553a5f08e4c88d2c228paex8,a3d2de7675556553a5f08e4c88d2c228qi0zj,0.0
85176b04f6ad412cde117573bb6a40a43b050,6ab7c483808c5de24a048dd960e60e42a77dy,06fe9f9f9c933b8aa774abe25bed37a2gbjio,0.0
5b899206c616aa1c81fa792f88c0ad1952d25,a3d2de7675556553a5f08e4c88d2c228w3b99,c3b363a3c3b838d58c85acf0fc9964cbjmwm8,0.0
27cc3ed2bbeab17bfd6aca6a68c00e1b0594e,a3d2de7675556553a5f08e4c88d2c228204cc,794abfcfc9a51569c6415a61a319b3525wyou,0.0
b55f50a31e2188e3bb12c1130623cc2c1cfa8,c6e86e9ab84a5999fcffcffddd4f0e01lvgse,7b3c44cbf3b1d10e971cb657b40f73b36eipa,0.0
7b06d07bbf1d7ad2ad284b225acb405500bbc,a3d2de7675556553a5f08e4c88d2c228u68lr,bf0ad028849b342eaf3eeb56677e8065s0m0b,0.0
232a53bc9acbae40e73727611d4c07516d4df,619c28c054d340462a7a7382120ef7697kzdy,b69c80691a647666415b81e407c82c633hcsa,0.0
65f86ad26477bdada6f6dd45e4cb5e46285ec,6ee9065c7f23516651fe5975fdb46a4ee8u98,c1c47f4178a44b82f49bcb468b0d26d0ag7w5,0.0
b0fef9488c5883d8d6338fd4080eea23b2190,a3d2de7675556553a5f08e4c88d2c22850etl,a3d2de7675556553a5f08e4c88d2c228d6pnk,1.0
9a7a937f9997bb7e78e00c7c43886f8763e3d,a3d2de7675556553a5f08e4c88d2c228ulrer,a3d2de7675556553a5f08e4c88d2c22811ei4,0.0
8c1997f962b5fb18a99dec77524c363329d60,61cec766d5de69dfd4e8f6f108d996eagofql,b76ccb56d4fa00b7cb0060dff915ee68a76ep,0.0
fbe72608750f56865121be82ef70b75f7a9fd,3aef52cf16de334ae16fe151a2cd6ee20qm0u,60a01209fbb19d15063552c529189568r668o,0.0
d89bf3d95502e600c628c3abddf655ab6f583,a3d2de7675556553a5f08e4c88d2c228r70ik,3ecc4d4da344977005a977f5713fca69njf5y,0.0
3516ada6e44b47597803ae9d595ca3fe0657b,a3d2de7675556553a5f08e4c88d2c228s9f39,cd77a3175957efaefd0eff8ad3b275ddj3w53,0.0
8eade8218fe9fb405b33ccddd427d210bcdfd,449d39944b6f98242554de531a516adalau0d,a26f24fa892b193d8ab3494bc44e982c99dx1,0.0
46d860e27a7b32ae16eaebf72c6491c93744e,a3d2de7675556553a5f08e4c88d2c228dm8tl,6405b58b0ff2b0099305893f24e5b292xtn6l,0.0
502d022d7bd1ebc1c41b5b7f44666a9249961,d75b72c487117542fcbb0ce7a24371911a5de,af1f7f6037629540231bf20ca424d356wrk9v,0.0
5f0ae8c4dee1514002b65558e5e6900fcdae8,d06c7e447670169852d51a7d203e3dcfnswb4,4a28d0cf109896236a89b2a1ab33b50cinrnz,0.0
4719115a9650813d271acf178ddb91304dc3c,5a26a418b5c2e6213c11f0db563df5bfjk3ve,56b7e853da7fbbf31bd0da5c24d8a3a0sbme3,0.0
1065dca3389f21904ec468c1db4bfeecb9672,988c8087646bb5398c2a7f2dae56c9016mdao,f3a845f7b658c2e9f6bacd8c17602dbapecy7,0.0
3f8e46e1edc921e24e40f883abb025c1b28d6,a3d2de7675556553a5f08e4c88d2c228tv2jx,2a96c3ce94b3be921e0296097b88b56ap1yvf,0.0
5bc061733ba30c0801886e9a4415743558e47,a39668090007cd424f178244cfacd777imxmb,0c241bfc088dcff8638d6a76cedca1e6h18o8,0.0
04aa4ab11daaccfa20b4baccf3e1d3055085d,a3d2de7675556553a5f08e4c88d2c228tgk6z,a3d2de7675556553a5f08e4c88d2c228l4rsy,0.0
b3816673e27ab24a4da2f1eca0df205ec8fde,a3d2de7675556553a5f08e4c88d2c228gjhd2,8a7db0c8068208315c9357e31ff5d33fhv8sb,0.0
6a62b9629db296345c859a455f6b04953129e,b51021ce3e9af422c5821878683e5c6enaim4,ec03d7d9e9c8270b7d913f414913f6085f679,0.0
f652f3f0cb578c088dc165648e58629d4d7ae,a3d2de7675556553a5f08e4c88d2c2281ehah,c856c4f51e949635cb567f7321bc0c6at1y78,1.0
733eebb44bf55117eacc7832a4d72634b36e4,a3d2de7675556553a5f08e4c88d2c228yr4t0,d3430fdf2eedec7ca08f0c79ae5ab1dfv6ukc,0.0
199f5a80e9e3bcc0447b539f614cd244563c7,d1b51784d140ab58bbd33683674362235g9l9,55a94166a87ffeb4c5fb6b7a43d70f25ehnjo,0.0
e89f7562d463e4281c0db2be100966e71cbde,a3d2de7675556553a5f08e4c88d2c228570kr,e048f5d50823df461686fde13a25d287dj2yo,0.0
e1e70374ef8333b3631c5cb6696f058eb23b5,51cd0540c8da32b201bce38c4cdad6c34fow3,aee5ed63f088e999813e0b3e9273464fddkj7,0.0
5f11d584eb9bd678b1f609c07cc92e4368cb6,394106eabb129926e9d68af2d4f9c60c6awuk,17652d44ae24dea6e38ceafb3d4781bb3nfp6,0.0
